33,Jeffery Mejia,hernandezjennifer@green-gomez.com,%r&LkAoqO0,18,Advanced Chemistry,48487643274113,Chemistry,105,CHE119,6217,0,727,0
34,Judy Stevenson,nmarquez@shelton.net,(1QNeH2uGI,171,Intro to Enviornmental Science,59106165151342,Enviornmental Science,657,ENV334,6992,0,213,1
35,Tina Clark,wbaker@yahoo.com,38Lpg^kt_D,828,Intermediate Biochemistry,78970137861275,Biochemistry,204,BIO213,8340,0,778,1
36,Denise Garcia,adrienne52@jackson.net,$o#X*RVNe0,873,Advanced Physics,13294111378612,Physics,255,PHY150,56,1,393,0
37,Shannon Beck,usantiago@herrera.com,%1W9fuUlbi,676,Advanced Enviornmental Science,21638466579023,Enviornmental Science,228,ENV324,9770,0,442,0
38,James Gonzalez,michelle85@gmail.com,%wp67Eks#4,809,Advanced Chemistry,30407218461686,Chemistry,717,CHE131,8579,0,154,0
39,Laura Cole,butlerrachael@hotmail.com,E&e5MhVa!*,904,Intro to Molecular Biology,33587126525817,Molecular Biology,868,MOL148,6193,1,519,1
40,Travis Nguyen,paynekimberly@morgan.net,%AUBo8KP6q,124,Advanced Data Analytics,43013177399373,Data Analytics,323,DAT239,6681,1,15,0
41,Dr. Brandon Williams,brownmark@cobb.com,$xvRxUe_9d,633,Advanced Data Analytics,72848695904003,Data Analytics,286,DAT360,3698,1,143,0
42,Jay Santos,eric03@reed.com,$2^MWYHi1o,882,Advanced Computer Science,60344648638889,Computer Science,298,COM218,4312,1,695,0
43,Rebecca Lawson,anthonymartinez@lowe.biz,9pDvz!Di_s,613,Advanced Enviornmental Science,83045809642300,Enviornmental Science,467,ENV367,2357,1,253,1
44,Cindy Campbell,amanda07@yahoo.com,^$q7@HtP0v,932,Intermediate Software Engineering,39894381507779,Software Engineering,592,SOF244,3913,1,206,0
45,Suzanne Hernandez,bryan61@smith-wood.com,EBMBnTAe%3,496,Intermediate Enviornmental Science,88237400681534,Enviornmental Science,999,ENV211,5743,0,78,1
46,Jesus Morrison,james43@hopkins-wells.net,$&4B8(me9z,167,Advanced Molecular Biology,67100944908714,Molecular Biology,3,MOL323,2062,1,641,1
47,Mr. Benjamin Jones,downssamantha@hotmail.com,34r+OINt&3,493,Intro to Physics,44267759889585,Physics,973,PHY137,298,1,499,0
48,Larry Anderson,jim16@gmail.com,4BTCKq1R%G,322,Intermediate Biology,65142048609056,Biology,302,BIO141,1896,0,372,0
49,Emily Beltran,mercedes84@hotmail.com,D1Z6!Stb_$,875,Intro to Chemistry,51726067596624,Chemistry,274,CHE291,5703,0,879,1
50,Todd Hall,evansvictoria@durham.com,!4Xg&UNr&h,947,Intermediate Physics,30042466703779,Physics,770,PHY240,7020,1,728,0
51,Daniel Frazier,traci60@gmail.com,h+&h9I&u9C,822,Intro to Chemistry,18186467506447,Chemistry,137,CHE134,6943,1,123,0
52,Robert Vazquez,codyparker@huff-gonzalez.com,i2Hxn9+5&e,658,Intro to Biochemistry,25514336889356,Biochemistry,846,BIO169,8048,0,830,0
53,Ellen Smith,nroman@willis-williams.info,(3v75UEc*$,308,Advanced Math,73332818266973,Math,499,MAT235,8153,1,173,0
54,Roberto Frederick,davidacosta@cole.info,l)JhN5dp#5,967,Advanced Chemistry,39077471994463,Chemistry,761,CHE251,3866,1,532,0
55,Luis Wood,brandon22@gmail.com,**bx1Jknud,152,Intermediate Computer Science,62824455143016,Computer Science,785,COM223,2389,1,569,0
56,Wyatt Rodriguez,umacias@gmail.com,8H9z8Gk(&F,291,Intermediate Biochemistry,14136895295423,Biochemistry,249,BIO268,6079,0,753,1
57,Brenda Obrien,grantrivera@garcia-vincent.org,)uB55Uv#*C,805,Intro to Physics,37756838733828,Physics,859,PHY215,9960,0,197,0
58,Matthew Villanueva,cwhite@mendez.com,#B&5HtdobK,717,Advanced Biology,14912821626486,Biology,819,BIO336,9170,0,135,0
59,Elizabeth Kelly,peterpoole@irwin.net,(*8e+*Wctv,429,Intro to Biology,77900047872450,Biology,251,BIO129,6927,1,484,0
60,Justin Brown,jamesmullen@bates-stokes.com,v#1iChKh#O,18,Advanced Chemistry,49330604621275,Chemistry,453,CHE177,9958,1,297,0
61,Kyle Diaz,bradleyashley@grant.com,*56NxGryDS,620,Intermediate Chemistry,14351725189429,Chemistry,98,CHE216,1035,1,650,1
62,Stephen Peters,larry14@gmail.com,C)8B0WdM&V,258,Intermediate Biology,54428829577197,Biology,204,BIO262,2077,0,638,1
63,Shawn Snyder,andersonrobin@gmail.com,*zYdvltEe6,514,Advanced Enviornmental Science,26842597946177,Enviornmental Science,22,ENV174,8242,1,369,0
64,Zachary Graves,farrellmelanie@robinson-gilmore.com,pcT@5sWsT%,636,Intro to Biology,67256992568604,Biology,222,BIO352,5745,1,498,1
65,Christina Bryant,jessica87@henderson.com,(lK1RXTpb0,107,Intro to Computer Science,71221860581010,Computer Science,271,COM278,342,0,489,0
66,Arthur Young,douglas58@hotmail.com,g%yd5G#sln,375,Advanced Biology,17381430347946,Biology,13,BIO170,2424,1,361,0
67,Keith Ortega,cwhite@gmail.com,V56!Ie9b*Q,121,Intro to Biochemistry,35893207756877,Biochemistry,69,BIO286,8051,1,512,0
68,Gloria Thomas,amyroberts@taylor.com,%$3StSYg&%,677,Intermediate Data Analytics,62775612597921,Data Analytics,696,DAT229,41,0,959,0
69,Jessica Weber,nstone@reyes-richard.net,!0VYQblz(R,815,Advanced Math,83743741566917,Math,189,MAT378,1380,0,174,1
70,Melanie Palmer,crasmussen@hotmail.com,0E0AZa%7+Z,499,Advanced Biology,17517827800104,Biology,292,BIO277,6826,0,842,0
71,Natalie Clay,lalexander@riley-davis.net,Bp^2H7d&4M,837,Advanced Computer Science,43090086189787,Computer Science,427,COM256,815,1,790,0
72,James Patrick,jeremy82@hotmail.com,%+X09lL53i,303,Intermediate Math,50453717548792,Math,621,MAT159,5614,0,401,0
73,Joseph Scott,petersendawn@lee.com,*@4KCwhhl),544,Intermediate Enviornmental Science,67453426907799,Enviornmental Science,628,ENV210,4150,0,25,1
74,Krista Perez,kimberly21@ortiz.info,$7mSjBixW_,186,Advanced Biology,89725389120620,Biology,585,BIO274,9622,0,606,0
75,John Vasquez,janetcollins@todd.com,$7pQAWRUGd,453,Advanced Computer Science,71586638096959,Computer Science,348,COM104,6584,1,654,1
76,Mary Mccoy,kevin69@yahoo.com,6YKvc%Ni*k,553,Intermediate Enviornmental Science,73153091703986,Enviornmental Science,403,ENV113,2645,0,929,0
77,Justin Blake,xcarter@lucas-reese.net,_(2VgQz*(4,512,Intro to Computer Science,24863610193966,Computer Science,399,COM210,8879,1,832,1
78,Michelle Frazier,kellywoods@manning-everett.net,O4eQNCas(Z,336,Advanced Molecular Biology,82328676250899,Molecular Biology,952,MOL379,6989,1,696,0
79,Melanie Williams,sandrastrickland@hotmail.com,!4Uo3Yl_v7,796,Intro to Computer Science,76030897015310,Computer Science,77,COM286,132,0,46,0
80,Angela Case,abigail24@myers.org,#6D3HUqrfR,542,Intro to Enviornmental Science,88034136803457,Enviornmental Science,587,ENV306,9008,1,944,0
81,Bryan Flowers,woodamanda@hotmail.com,QSsR6yGd)O,73,Intermediate Computer Science,87006809824055,Computer Science,872,COM142,5291,0,7,0
82,Sabrina White,gina43@lyons.com,)989!W6zfO,577,Intermediate Physics,64806863046359,Physics,106,PHY105,3951,0,314,1
83,Nicole Jones,ann60@ruiz-chapman.biz,Wt4z3R6%H@,432,Intermediate Biochemistry,45709743105727,Biochemistry,974,BIO279,8868,1,964,0
84,Gregory Jones,yavila@watson.com,r&D3&Ek$tz,969,Intro to Computer Science,44665974641749,Computer Science,105,COM299,1852,0,852,1
85,Tonya Washington,ntate@hotmail.com,@x$6Cb@yH2,760,Advanced Biochemistry,88084001600878,Biochemistry,783,BIO330,8858,1,153,0
86,Casey Wilson DDS,leslielee@baker.com,H@g45K4qeH,348,Intro to Data Analytics,33402086717677,Data Analytics,578,DAT169,2221,1,329,0
87,Jason George,ghubbard@mercado.com,4vIZ!5VA+o,59,Intro to Software Engineering,85967328648939,Software Engineering,498,SOF272,1373,0,867,1
88,Donna Simpson,edward21@hotmail.com,74#ZJZpK#(,301,Advanced Math,36264160461704,Math,890,MAT360,2049,0,838,0
89,Leonard Mitchell,schultzcynthia@hotmail.com,oAx%8)Sj_l,527,Advanced Molecular Biology,50059644912361,Molecular Biology,908,MOL186,6162,0,593,0
90,William Jenkins,qbarker@fuentes.com,8JOX1Azg#p,670,Advanced Biology,18982553006480,Biology,420,BIO358,5650,1,123,0
91,Patrick Smith,kendra13@gmail.com,xjg$sSgn^5,825,Intro to Chemistry,30048586384076,Chemistry,94,CHE352,1440,1,264,1
92,Mary Flores,csmith@hotmail.com,0Wl@l1Tlv),983,Intro to Software Engineering,20779507273894,Software Engineering,379,SOF284,2259,0,961,1
93,Alexa Mills,scott78@melendez.net,Y^U4%Sm1T2,175,Intermediate Math,73755370183491,Math,464,MAT105,577,0,902,1
94,Ryan Thomas,yriddle@davis.net,$1ICpO4+@W,578,Advanced Software Engineering,15438936359420,Software Engineering,379,SOF115,5046,1,335,0
95,Timothy Tanner,allenjason@sanders.com,^&Fp*Wrug9,45,Advanced Biochemistry,48962380990105,Biochemistry,535,BIO241,9155,0,608,0
96,Jon Woods,rramos@gmail.com,9^PEdmxe%2,973,Advanced Chemistry,16090482702630,Chemistry,915,CHE260,6410,0,405,0
97,Amanda Bishop,jamesdean@gmail.com,u7M&Z0ah+u,808,Intermediate Enviornmental Science,75360010417897,Enviornmental Science,253,ENV237,9714,0,174,1
98,Nicholas Phillips,kimberlymccarthy@sherman-munoz.com,FsUCwydg@3,993,Intermediate Biochemistry,50155312759176,Biochemistry,680,BIO163,7275,0,332,1
99,Ethan Nelson,smithmichael@vincent-lambert.biz,aJ2BRjJ_^d,404,Advanced Data Analytics,60989148302797,Data Analytics,652,DAT158,8066,1,927,0
100,Charles Galloway,tamara41@yahoo.com,7UJ#m3Kxy@,201,Intro to Biochemistry,65860786950070,Biochemistry,753,BIO212,1423,0,9,1
101,David Johnson,melissa02@gray-martinez.org,Y%h8^BwK6),514,Intermediate Molecular Biology,60485495813004,Molecular Biology,333,MOL250,18,0,419,1
102,Eric Richardson,braymond@murray-cervantes.com,^1%jZDcww(,902,Advanced Software Engineering,83392803486592,Software Engineering,227,SOF239,8557,0,110,0
103,Grant Newton,cathyrosales@hotmail.com,#6r@LpXAG4,493,Intro to Computer Science,63808665642091,Computer Science,574,COM397,5092,1,1000,1
104,Kyle Alvarado,beth79@graves-charles.biz,$9wWhrak@u,396,Intro to Physics,78726021755806,Physics,416,PHY295,3553,1,698,1
105,Grant Burch,johnhunter@hotmail.com,%!NSWbCKU3,785,Intermediate Biology,67212428210912,Biology,758,BIO311,2909,1,888,1
106,David Bright DDS,eric72@hotmail.com,h5NKZet($r,251,Advanced Math,57000445285951,Math,750,MAT307,1529,0,672,1
107,Amanda Barnes,sara29@hotmail.com,s_v2LDLlb(,365,Advanced Computer Science,26475187780246,Computer Science,365,COM178,2627,0,729,1
108,Michelle Brooks,tiffany52@bryant-paul.com,zfj1Nmpg!T,976,Intermediate Enviornmental Science,28249911148133,Enviornmental Science,888,ENV231,5499,0,841,0
109,Douglas Holmes,patrick47@martin.biz,(26UaWsZT8,995,Advanced Molecular Biology,26494522181356,Molecular Biology,628,MOL153,7925,0,24,1
110,Virginia Walters,shawn50@gmail.com,6e1(G&BiE_,623,Advanced Biochemistry,14040373200608,Biochemistry,351,BIO156,9853,0,42,0
111,Mary Patton,jamiekrueger@hawkins-davis.com,(u0pUp2pa3,550,Intro to Biochemistry,53906108164250,Biochemistry,524,BIO352,766,1,604,0
112,Jennifer Blevins,beltranyolanda@montgomery-nelson.com,d^4!TfyQM^,586,Intro to Biochemistry,59927749180202,Biochemistry,712,BIO264,4075,0,246,0
113,Richard Casey,ksutton@mccarthy.info,)g6S1(XOA2,306,Intro to Computer Science,69935350738942,Computer Science,164,COM203,7219,0,78,0
114,Calvin Bradley,ostone@gmail.com,_FymCcXv7y,93,Advanced Chemistry,61659046364930,Chemistry,320,CHE152,3481,1,335,1
115,Aaron Smith,danielbyrd@gmail.com,(n7OYFalZ#,208,Advanced Biochemistry,43212467742047,Biochemistry,200,BIO197,5609,1,547,0
116,Michael Cruz,dianeflores@deleon.com,O6wG6sEQ_4,677,Intermediate Computer Science,27227081603716,Computer Science,608,COM135,7554,0,106,1
117,Destiny Fischer,dennislouis@wilson-brown.com,FA^P3NWnDu,435,Advanced Data Analytics,36281573308298,Data Analytics,592,DAT254,944,1,840,0
118,Rachel Simpson,pjackson@martin.net,01PoMZ6n*u,420,Advanced Computer Science,23942637005618,Computer Science,776,COM309,7573,1,612,0
119,Michael Bowman,dylanberry@wyatt-norris.com,E5#gP^Nl!e,137,Intro to Physics,38475521988669,Physics,300,PHY378,2512,0,856,1
120,Hayley Gonzales,darylphillips@diaz.org,l!r7NxschU,151,Intermediate Biology,22026167364783,Biology,419,BIO257,4657,0,369,1
121,Marc Long,lori94@yahoo.com,y*0Teb#(Ws,763,Intermediate Data Analytics,39850420804530,Data Analytics,427,DAT112,7229,1,653,0
122,William Delacruz,sherryanderson@hays.biz,N&0U1$KhWl,626,Intermediate Data Analytics,82295823475473,Data Analytics,136,DAT199,6268,1,52,1
123,Rebecca Young,jmcclure@bailey.com,gj9o4WyHq#,538,Intro to Molecular Biology,30099882915481,Molecular Biology,811,MOL232,7665,1,209,0
124,Daniel Zimmerman,whitneyvirginia@erickson.com,^VZQMp0x7r,522,Intro to Enviornmental Science,46393743235889,Enviornmental Science,519,ENV161,46,0,329,1
125,Michael Barnes,romerorachel@maynard.com,XM0GwGE^q#,22,Intro to Enviornmental Science,45608457917577,Enviornmental Science,787,ENV376,2081,0,280,1
126,Sonya Williams,smiranda@yahoo.com,oy92AnmV+y,52,Intermediate Biology,60195700767227,Biology,170,BIO332,8728,0,714,0
127,Kristi Bonilla,hallchristina@williams.com,7rZKaH0o*j,79,Intro to Computer Science,61234355044777,Computer Science,326,COM300,381,1,945,1
128,Autumn Mcdowell,jacob81@hotmail.com,w(04Mt73_0,993,Intro to Biochemistry,46734415355817,Biochemistry,657,BIO177,9139,1,182,0
129,Charles Hendricks,acontreras@jones.org,E&3UaC&TV@,46,Advanced Enviornmental Science,81816918138196,Enviornmental Science,570,ENV211,8034,1,581,0
130,Sara Bennett,orogers@hotmail.com,ee!5GC3jV8,109,Intro to Physics,71859989737630,Physics,731,PHY208,8199,1,790,0
131,James Perry,tanya31@hotmail.com,^4C#m$YUaT,50,Intro to Software Engineering,55498018114810,Software Engineering,815,SOF139,9230,1,567,0
132,Christopher Poole,benjamin97@gmail.com,UCRs3IxVZ#,609,Intermediate Chemistry,86259431613400,Chemistry,785,CHE389,1778,0,443,0
133,John Hernandez,brownshane@hotmail.com,*0T2)wVIc(,808,Advanced Biochemistry,71300240790328,Biochemistry,671,BIO165,7794,0,119,0
134,Hunter Smith MD,brian53@bentley.biz,(85H9Tly&q,696,Intermediate Computer Science,48357987644004,Computer Science,413,COM105,2985,0,155,1
135,Dr. John Watson,milesrobert@hotmail.com,Uo66Lbx#5#,401,Intro to Math,61855607493493,Math,251,MAT332,5937,0,131,1
136,Emily Diaz,ypierce@yahoo.com,m*a678kyBO,361,Advanced Software Engineering,66110315709751,Software Engineering,965,SOF362,9329,1,618,0
137,Jody Butler,molinaamanda@martin.com,H#k1As2h#c,255,Intro to Biology,17203282059143,Biology,823,BIO267,5916,0,321,1
138,Mark Wolfe,kimberly50@harris-greene.com,TER^2Bc_5U,803,Advanced Molecular Biology,25638198700322,Molecular Biology,229,MOL378,1126,1,698,0
139,Erik Fields,bradyrebecca@brock.net,@v3ue6Yc%(,138,Intermediate Biology,33602121894522,Biology,479,BIO359,5255,1,719,1
140,Donald Patel,nathan95@hotmail.com,9LLb+Tvy)Q,970,Advanced Molecular Biology,22198324941141,Molecular Biology,314,MOL160,5130,0,266,1
141,Corey Cervantes,scotttracy@clay.com,%yE2HY662_,690,Advanced Data Analytics,49924246895149,Data Analytics,61,DAT377,5878,0,711,1
142,Samantha Jackson,michaeljones@lopez.org,61QzUvN8*a,847,Intermediate Biochemistry,29673070910607,Biochemistry,172,BIO200,4320,0,498,1
143,Laura Miller,felicia16@yahoo.com,#nAs!lErA3,469,Intermediate Enviornmental Science,73533055297923,Enviornmental Science,141,ENV249,7329,0,580,0
144,Cody Watkins,jharris@gmail.com,#uX&pZKqK0,415,Intro to Biochemistry,55042355552268,Biochemistry,994,BIO207,9256,0,141,1
145,Robert Richard,kayla27@hotmail.com,)*2UCp)34n,253,Advanced Physics,31594603377150,Physics,753,PHY339,8224,0,963,0
146,Michael Rasmussen,rhart@hotmail.com,j8w9%9PvUG,24,Advanced Math,17927183485824,Math,676,MAT347,2689,0,160,1
147,Katie Wiley,charlesmitchell@burke.com,Vu7hdP7yy#,718,Advanced Biology,28792195993661,Biology,337,BIO109,5161,0,582,0
148,Heather Fischer,macksandra@yahoo.com,B(c8WtmLUl,388,Intro to Biochemistry,17065511837815,Biochemistry,503,BIO176,116,1,381,0
149,Elizabeth Drake,kimberlytrevino@taylor.org,^#GKBxmrT7,256,Advanced Computer Science,43670326239956,Computer Science,331,COM108,5548,0,431,0
150,Brandi Chung,timothyvasquez@chan.com,2s$$Dnx$$f,717,Intermediate Molecular Biology,84570328638117,Molecular Biology,306,MOL201,96,0,374,1
151,Sheila Ramirez,rosemichelle@gmail.com,iC@f3L4jkp,809,Advanced Math,79150790382019,Math,206,MAT137,7116,0,649,0
152,Robert Thomas,rhondalopez@gmail.com,)FY9ZUiTmR,593,Intermediate Software Engineering,22066740001818,Software Engineering,223,SOF348,5376,0,526,1
153,Rebecca Ramirez MD,lucasjustin@ball.com,T%I315zl*W,835,Intermediate Enviornmental Science,49401736783818,Enviornmental Science,580,ENV247,8604,0,216,1
154,Philip Cabrera,john12@barber.org,@TQac7q%x5,120,Advanced Physics,83923827990764,Physics,523,PHY375,9379,0,463,0
155,Yvonne Reed,wattsbrittany@gmail.com,&Y3KHao+k),652,Advanced Chemistry,66957589100660,Chemistry,671,CHE149,6534,0,664,1
156,Erin Kim,oerickson@yahoo.com,b5tPzD7o&q,178,Intro to Molecular Biology,31399868189616,Molecular Biology,227,MOL189,2631,1,749,1
157,Cassandra Rodriguez,isaacwilson@hotmail.com,c6a9Srq_*k,350,Advanced Data Analytics,84557690954273,Data Analytics,829,DAT333,1966,0,928,1
158,Travis Griffin,williammclaughlin@yahoo.com,!+9FkjE6)h,980,Intro to Molecular Biology,34463141607998,Molecular Biology,528,MOL292,5125,1,775,1
159,Jennifer Hanson,millerdavid@allen.com,w*!4P%a4uF,580,Intermediate Biochemistry,56599656082329,Biochemistry,946,BIO112,4398,1,245,1
160,Jerry Mccall,stephen32@parker.com,q(2FNpr)5f,141,Intermediate Biology,75742570847262,Biology,164,BIO317,2566,0,275,1
161,Amanda Jefferson,ohurst@robinson-rose.com,Mi8&(XdrX#,242,Intro to Data Analytics,48389970813241,Data Analytics,335,DAT221,2021,1,255,1
162,Jacob Johnson,rhopkins@hotmail.com,*vC9uB^vep,33,Intro to Data Analytics,89953425738300,Data Analytics,202,DAT247,9205,1,754,1
163,Susan Hamilton,underwooddanielle@gmail.com,Nj40XbfQ$W,130,Intro to Biology,78273684947647,Biology,59,BIO368,9943,1,422,1
164,Donna Hayes,stephanie05@hotmail.com,1o7VJvYc)C,184,Advanced Enviornmental Science,20381127271897,Enviornmental Science,674,ENV299,7523,1,346,0
165,Mason Pace,stevensnyder@gmail.com,F%6YInGoU*,811,Intro to Computer Science,46957823246454,Computer Science,90,COM153,9243,1,395,0
166,Thomas Guerrero,ereed@gmail.com,QsQXLZNO)6,869,Advanced Enviornmental Science,29533948064715,Enviornmental Science,653,ENV261,455,0,357,0
167,Steven Carter,griffithjesus@hotmail.com,^@!i3TMVHh,787,Advanced Computer Science,23646917540075,Computer Science,202,COM280,2479,1,865,0
168,Leslie Simon,grahammaria@gmail.com,*3&NoOv*gn,242,Advanced Physics,27932130072979,Physics,138,PHY340,5221,1,331,1
169,James Ball,michael96@hotmail.com,!^eZK5Tq$8,829,Intro to Biochemistry,17285152513183,Biochemistry,297,BIO277,2026,1,626,0
170,Michael Hale,simmonsdrew@hotmail.com,)3tTyz36Ur,589,Intermediate Software Engineering,66352192248492,Software Engineering,233,SOF312,4720,0,692,1
171,John Armstrong,wrightrobert@hotmail.com,j!L2vTh2HX,23,Advanced Physics,14163415388234,Physics,556,PHY139,1055,0,902,0
172,Michael Mitchell,bgreen@gmail.com,v&7Ol^RM%J,647,Advanced Chemistry,62032284528610,Chemistry,686,CHE309,7877,1,447,1
173,Timothy Howe,christopher90@tran.com,PwV0Zy65y&,587,Advanced Biochemistry,57398591534565,Biochemistry,902,BIO206,2726,0,883,1
174,Laura Rodriguez,gonzaleslori@fernandez.com,$)H8%iIli4,862,Intermediate Computer Science,61175301531123,Computer Science,145,COM272,9233,0,531,1
175,Luis Myers,thompsonerica@yahoo.com,5GCptFii@L,215,Intermediate Molecular Biology,47301024927526,Molecular Biology,514,MOL307,660,1,561,0
176,Jose Green,melvinharris@hotmail.com,7#NN)fCq*p,294,Intro to Biochemistry,33500623468819,Biochemistry,358,BIO110,3915,1,924,1
177,Karen Walker,griffinevan@hotmail.com,K!^3L)mor!,609,Intermediate Math,74858780331041,Math,464,MAT333,7675,0,210,0
178,Natasha Walters,donaldperez@clark-blackburn.com,_KJZyE@lg5,617,Intermediate Biology,25503164202034,Biology,727,BIO128,7836,1,276,0
179,Erin Martin,stevencox@hotmail.com,NJ$21Ybfpk,784,Intro to Biology,37728755264220,Biology,114,BIO287,969,1,299,1
180,Terrence Allison,dmurray@cooper.com,3#r%33Ueec,600,Advanced Physics,40337943483557,Physics,956,PHY397,8,1,588,0
181,William Thomas,warnertracy@gmail.com,L9HqMEgs)0,570,Intro to Data Analytics,43351543173063,Data Analytics,762,DAT154,9440,1,680,1
182,Heather Howard,stonelouis@sanchez.com,gG14L4$cW+,800,Intro to Biology,43367791413901,Biology,589,BIO360,5040,1,560,1
183,Heather Mercer,wallen@hotmail.com,#49He)UJ_V,605,Advanced Chemistry,16818819337951,Chemistry,474,CHE300,5807,0,186,1
184,Dawn Rodriguez,steven50@gmail.com,9!8PkJJ(_v,345,Intro to Biochemistry,81631333374393,Biochemistry,387,BIO172,2733,0,129,0
185,Ian Calderon,robin78@yahoo.com,is&5UEdxiS,979,Advanced Software Engineering,15828127983916,Software Engineering,614,SOF258,5864,0,321,1
186,Phillip Shaffer,smccoy@white.com,&3^r(qB)gs,761,Intermediate Molecular Biology,37180749105382,Molecular Biology,92,MOL290,6116,1,777,1
187,Ryan Andrews,joshuakidd@gutierrez.com,)T3VlseBlo,669,Advanced Data Analytics,53837582112587,Data Analytics,371,DAT260,3448,1,346,0
188,Amanda Saunders,rogersnathaniel@yahoo.com,!T7GOeQ1O#,707,Intermediate Biochemistry,89653364906697,Biochemistry,693,BIO317,290,1,870,1
